ZipCode,State,TaxRegionName,CombinedRate
89135,NV,CLARK COUNTY,0.0815
89136,NV,CLARK COUNTY,0.0815
89137,NV,CLARK COUNTY,0.0815
89138,NV,CLARK COUNTY,0.0815
89139,NV,CLARK COUNTY,0.0815
89140,NV,CLARK COUNTY,0.0815
89141,NV,CLARK COUNTY,0.0815
89142,NV,CLARK COUNTY,0.0815
89143,NV,CLARK COUNTY,0.0815
89144,NV,CLARK COUNTY,0.0815
89145,NV,CLARK COUNTY,0.0815
89146,NV,CLARK COUNTY,0.0815
89147,NV,CLARK COUNTY,0.0815
89148,NV,CLARK COUNTY,0.0815
89149,NV,CLARK COUNTY,0.0815
89150,NV,CLARK COUNTY,0.0815
89151,NV,CLARK COUNTY,0.0815
89152,NV,CLARK COUNTY,0.0815
89153,NV,CLARK COUNTY,0.0815
89154,NV,CLARK COUNTY,0.0815
89155,NV,CLARK COUNTY,0.0815
89156,NV,CLARK COUNTY,0.0815
89157,NV,CLARK COUNTY,0.0815
89158,NV,CLARK COUNTY,0.0815
89160,NV,CLARK COUNTY,0.0815
89161,NV,CLARK COUNTY,0.0815
89162,NV,CLARK COUNTY,0.0815
89163,NV,CLARK COUNTY,0.0815
89164,NV,CLARK COUNTY,0.0815
89165,NV,CLARK COUNTY,0.0815
89166,NV,CLARK COUNTY,0.0815
89169,NV,CLARK COUNTY,0.0815
89170,NV,CLARK COUNTY,0.0815
89173,NV,CLARK COUNTY,0.0815
89178,NV,CLARK COUNTY,0.0815
89179,NV,CLARK COUNTY,0.0815
89180,NV,CLARK COUNTY,0.0815
89183,NV,CLARK COUNTY,0.0815
89185,NV,CLARK COUNTY,0.0815
89191,NV,CLARK COUNTY,0.0815
89193,NV,CLARK COUNTY,0.0815
89199,NV,CLARK COUNTY,0.0815
89301,NV,WHITE PINE COUNTY,0.07725
89310,NV,LANDER COUNTY,0.071
89311,NV,WHITE PINE COUNTY,0.07725
89314,NV,NYE COUNTY,0.076
89316,NV,EUREKA COUNTY,0.0685
89317,NV,WHITE PINE COUNTY,0.07725
89318,NV,WHITE PINE COUNTY,0.07725
89319,NV,WHITE PINE COUNTY,0.07725
89402,NV,WASHOE COUNTY,0.07725
89403,NV,LYON COUNTY,0.071
89406,NV,CHURCHILL COUNTY,0.076
89407,NV,CHURCHILL COUNTY,0.076
89408,NV,LYON COUNTY,0.071
89410,NV,DOUGLAS COUNTY,0.071
89411,NV,DOUGLAS COUNTY,0.071
89412,NV,WASHOE COUNTY,0.07725
89413,NV,DOUGLAS COUNTY,0.071
89414,NV,HUMBOLDT COUNTY,0.0685
89415,NV,MINERAL COUNTY,0.0685
89418,NV,PERSHING COUNTY,0.071
89419,NV,PERSHING COUNTY,0.071
89420,NV,MINERAL COUNTY,0.0685
89422,NV,MINERAL COUNTY,0.0685
89423,NV,DOUGLAS COUNTY,0.071
89424,NV,WASHOE COUNTY,0.07725
89425,NV,HUMBOLDT COUNTY,0.0685
89426,NV,HUMBOLDT COUNTY,0.0685
89427,NV,MINERAL COUNTY,0.0685
89428,NV,LYON COUNTY,0.071
89429,NV,LYON COUNTY,0.071
89430,NV,LYON COUNTY,0.071
89431,NV,WASHOE COUNTY,0.07725
89432,NV,WASHOE COUNTY,0.07725
89433,NV,WASHOE COUNTY,0.07725
89434,NV,WASHOE COUNTY,0.07725
89435,NV,WASHOE COUNTY,0.07725
89436,NV,WASHOE COUNTY,0.07725
89440,NV,STOREY COUNTY,0.076
89441,NV,WASHOE COUNTY,0.07725
89442,NV,WASHOE COUNTY,0.07725
89444,NV,DOUGLAS COUNTY,0.071
89445,NV,HUMBOLDT COUNTY,0.0685
89447,NV,LYON COUNTY,0.071
89448,NV,DOUGLAS COUNTY,0.071
89449,NV,DOUGLAS COUNTY,0.071
89450,NV,WASHOE COUNTY,0.07725
89451,NV,WASHOE COUNTY,0.07725
89452,NV,WASHOE COUNTY,0.07725
89460,NV,DOUGLAS COUNTY,0.071
89496,NV,CHURCHILL COUNTY,0.076
89501,NV,WASHOE COUNTY,0.07725
89502,NV,WASHOE COUNTY,0.07725
89503,NV,WASHOE COUNTY,0.07725
89504,NV,WASHOE COUNTY,0.07725
89505,NV,WASHOE COUNTY,0.07725
89506,NV,WASHOE COUNTY,0.07725
89507,NV,WASHOE COUNTY,0.07725
89508,NV,WASHOE COUNTY,0.07725
89509,NV,WASHOE COUNTY,0.07725
89510,NV,WASHOE COUNTY,0.07725
89511,NV,WASHOE COUNTY,0.07725
89512,NV,WASHOE COUNTY,0.07725
89513,NV,WASHOE COUNTY,0.07725
89519,NV,WASHOE COUNTY,0.07725
89521,NV,WASHOE COUNTY,0.07725
89523,NV,WASHOE COUNTY,0.07725
89533,NV,WASHOE COUNTY,0.07725
89555,NV,WASHOE COUNTY,0.07725
89557,NV,WASHOE COUNTY,0.07725
89595,NV,WASHOE COUNTY,0.07725
89599,NV,WASHOE COUNTY,0.07725
89701,NV,CARSON CITY CO,0.076
89702,NV,CARSON CITY CO,0.076
89703,NV,CARSON CITY CO,0.076
89704,NV,WASHOE COUNTY,0.07725
89705,NV,DOUGLAS COUNTY,0.071
89706,NV,CARSON CITY CO,0.076
89711,NV,CARSON CITY CO,0.076
89712,NV,CARSON CITY CO,0.076
89713,NV,CARSON CITY CO,0.076
89714,NV,CARSON CITY CO,0.076
89721,NV,CARSON CITY CO,0.076
89801,NV,ELKO COUNTY,0.0685
89802,NV,ELKO COUNTY,0.0685
89803,NV,ELKO COUNTY,0.0685
89815,NV,ELKO COUNTY,0.0685
89820,NV,LANDER COUNTY,0.071
89821,NV,EUREKA COUNTY,0.0685
89822,NV,ELKO COUNTY,0.0685
89823,NV,ELKO COUNTY,0.0685
89825,NV,ELKO COUNTY,0.0685
89826,NV,ELKO COUNTY,0.0685
89828,NV,ELKO COUNTY,0.0685
89830,NV,ELKO COUNTY,0.0685
89831,NV,ELKO COUNTY,0.0685
89832,NV,ELKO COUNTY,0.0685
89834,NV,ELKO COUNTY,0.0685
89835,NV,ELKO COUNTY,0.0685
89883,NV,ELKO COUNTY,0.0685
501,NY,SUFFOLK COUNTY,0.08625
6390,NY,SUFFOLK COUNTY,0.08625
10001,NY,NEW YORK CITY,0.08875
10002,NY,NEW YORK CITY,0.08875
10003,NY,NEW YORK CITY,0.08875
10004,NY,NEW YORK CITY,0.08875
10005,NY,NEW YORK CITY,0.08875
10006,NY,NEW YORK CITY,0.08875
10007,NY,NEW YORK CITY,0.08875
10008,NY,NEW YORK CITY,0.08875
10009,NY,NEW YORK CITY,0.08875
10010,NY,NEW YORK CITY,0.08875
10011,NY,NEW YORK CITY,0.08875
10012,NY,NEW YORK CITY,0.08875
10013,NY,NEW YORK CITY,0.08875
10014,NY,NEW YORK CITY,0.08875
10016,NY,NEW YORK CITY,0.08875
10017,NY,NEW YORK CITY,0.08875
10018,NY,NEW YORK CITY,0.08875
10019,NY,NEW YORK CITY,0.08875
10020,NY,NEW YORK CITY,0.08875
10021,NY,NEW YORK CITY,0.08875
10022,NY,NEW YORK CITY,0.08875
10023,NY,NEW YORK CITY,0.08875
10024,NY,NEW YORK CITY,0.08875
10025,NY,NEW YORK CITY,0.08875
10026,NY,NEW YORK CITY,0.08875
10027,NY,NEW YORK CITY,0.08875
10028,NY,NEW YORK CITY,0.08875
10029,NY,NEW YORK CITY,0.08875
10030,NY,NEW YORK CITY,0.08875
10031,NY,NEW YORK CITY,0.08875
10032,NY,NEW YORK CITY,0.08875
10033,NY,NEW YORK CITY,0.08875
10034,NY,NEW YORK CITY,0.08875
10035,NY,NEW YORK CITY,0.08875
10036,NY,NEW YORK CITY,0.08875
10037,NY,NEW YORK CITY,0.08875
10038,NY,NEW YORK CITY,0.08875
10039,NY,NEW YORK CITY,0.08875
10040,NY,NEW YORK CITY,0.08875
10041,NY,NEW YORK CITY,0.08875
10043,NY,NEW YORK CITY,0.08875
10044,NY,NEW YORK CITY,0.08875
10045,NY,NEW YORK CITY,0.08875
10055,NY,NEW YORK CITY,0.08875
10060,NY,NEW YORK CITY,0.08875
10065,NY,NEW YORK CITY,0.08875
10069,NY,NEW YORK CITY,0.08875
10075,NY,NEW YORK CITY,0.08875
10080,NY,NEW YORK CITY,0.08875
10081,NY,NEW YORK CITY,0.08875
10090,NY,NEW YORK CITY,0.08875
10095,NY,NEW YORK CITY,0.08875
10101,NY,NEW YORK CITY,0.08875
10102,NY,NEW YORK CITY,0.08875
10103,NY,NEW YORK CITY,0.08875
10104,NY,NEW YORK CITY,0.08875
10105,NY,NEW YORK CITY,0.08875
10106,NY,NEW YORK CITY,0.08875
10107,NY,NEW YORK CITY,0.08875
10108,NY,NEW YORK CITY,0.08875
10109,NY,NEW YORK CITY,0.08875
10110,NY,NEW YORK CITY,0.08875
10111,NY,NEW YORK CITY,0.08875
10112,NY,NEW YORK CITY,0.08875
10113,NY,NEW YORK CITY,0.08875
10114,NY,NEW YORK CITY,0.08875
10115,NY,NEW YORK CITY,0.08875
10116,NY,NEW YORK CITY,0.08875
10117,NY,NEW YORK CITY,0.08875
10118,NY,NEW YORK CITY,0.08875
10119,NY,NEW YORK CITY,0.08875
10120,NY,NEW YORK CITY,0.08875
10121,NY,NEW YORK CITY,0.08875
10122,NY,NEW YORK CITY,0.08875
10123,NY,NEW YORK CITY,0.08875
10125,NY,NEW YORK CITY,0.08875
10126,NY,NEW YORK CITY,0.08875
10128,NY,NEW YORK CITY,0.08875
10129,NY,NEW YORK CITY,0.08875
10132,NY,NEW YORK CITY,0.08875
10133,NY,NEW YORK CITY,0.08875
10138,NY,NEW YORK CITY,0.08875
10150,NY,NEW YORK CITY,0.08875
10151,NY,NEW YORK CITY,0.08875
10152,NY,NEW YORK CITY,0.08875
10153,NY,NEW YORK CITY,0.08875
10154,NY,NEW YORK CITY,0.08875
10155,NY,NEW YORK CITY,0.08875
10156,NY,NEW YORK CITY,0.08875
10157,NY,NEW YORK CITY,0.08875
10158,NY,NEW YORK CITY,0.08875
10159,NY,NEW YORK CITY,0.08875
10160,NY,NEW YORK CITY,0.08875
10161,NY,NEW YORK CITY,0.08875
10162,NY,NEW YORK CITY,0.08875
10163,NY,NEW YORK CITY,0.08875
10165,NY,NEW YORK CITY,0.08875
10166,NY,NEW YORK CITY,0.08875
10167,NY,NEW YORK CITY,0.08875
10168,NY,NEW YORK CITY,0.08875
10169,NY,NEW YORK CITY,0.08875
10170,NY,NEW YORK CITY,0.08875
10171,NY,NEW YORK CITY,0.08875
10172,NY,NEW YORK CITY,0.08875
10173,NY,NEW YORK CITY,0.08875
10174,NY,NEW YORK CITY,0.08875
10175,NY,NEW YORK CITY,0.08875
10176,NY,NEW YORK CITY,0.08875
10177,NY,NEW YORK CITY,0.08875
10178,NY,NEW YORK CITY,0.08875
10179,NY,NEW YORK CITY,0.08875
10185,NY,NEW YORK CITY,0.08875
10199,NY,NEW YORK CITY,0.08875
10203,NY,NEW YORK CITY,0.08875
10211,NY,NEW YORK CITY,0.08875
10212,NY,NEW YORK CITY,0.08875
10213,NY,NEW YORK CITY,0.08875
10257,NY,NEW YORK CITY,0.08875
10258,NY,NEW YORK CITY,0.08875
10265,NY,NEW YORK CITY,0.08875
10268,NY,NEW YORK CITY,0.08875
10270,NY,NEW YORK CITY,0.08875
10271,NY,NEW YORK CITY,0.08875
10272,NY,NEW YORK CITY,0.08875
10273,NY,NEW YORK CITY,0.08875
10274,NY,NEW YORK CITY,0.08875
10276,NY,NEW YORK CITY,0.08875
10278,NY,NEW YORK CITY,0.08875
10279,NY,NEW YORK CITY,0.08875
10280,NY,NEW YORK CITY,0.08875
10281,NY,NEW YORK CITY,0.08875
10282,NY,NEW YORK CITY,0.08875
10285,NY,NEW YORK CITY,0.08875
10292,NY,NEW YORK CITY,0.08875
10301,NY,NEW YORK CITY,0.08875
10302,NY,NEW YORK CITY,0.08875
10303,NY,NEW YORK CITY,0.08875
10304,NY,NEW YORK CITY,0.08875
10305,NY,NEW YORK CITY,0.08875
10306,NY,NEW YORK CITY,0.08875
10307,NY,NEW YORK CITY,0.08875
10308,NY,NEW YORK CITY,0.08875
10309,NY,NEW YORK CITY,0.08875
10310,NY,NEW YORK CITY,0.08875
10311,NY,NEW YORK CITY,0.08875
10312,NY,NEW YORK CITY,0.08875
10313,NY,NEW YORK CITY,0.08875
10314,NY,NEW YORK CITY,0.08875
10451,NY,NEW YORK CITY,0.08875
10452,NY,NEW YORK CITY,0.08875
10453,NY,NEW YORK CITY,0.08875
10454,NY,NEW YORK CITY,0.08875
10455,NY,NEW YORK CITY,0.08875
10456,NY,NEW YORK CITY,0.08875
10457,NY,NEW YORK CITY,0.08875
10458,NY,NEW YORK CITY,0.08875
10459,NY,NEW YORK CITY,0.08875
10460,NY,NEW YORK CITY,0.08875
10461,NY,NEW YORK CITY,0.08875
10462,NY,NEW YORK CITY,0.08875
10463,NY,NEW YORK CITY,0.08875
10464,NY,NEW YORK CITY,0.08875
10465,NY,NEW YORK CITY,0.08875
10466,NY,NEW YORK CITY,0.08875
10467,NY,NEW YORK CITY,0.08875
10468,NY,NEW YORK CITY,0.08875
10469,NY,NEW YORK CITY,0.08875
10470,NY,NEW YORK CITY,0.08875
10471,NY,NEW YORK CITY,0.08875
10472,NY,NEW YORK CITY,0.08875
10473,NY,NEW YORK CITY,0.08875
10474,NY,NEW YORK CITY,0.08875
10475,NY,NEW YORK CITY,0.08875
10499,NY,NEW YORK CITY,0.08875
10501,NY,WESTCHESTER COUNTY,0.07375
10502,NY,WESTCHESTER COUNTY,0.07375
10503,NY,WESTCHESTER COUNTY,0.07375
10504,NY,WESTCHESTER COUNTY,0.07375
10505,NY,WESTCHESTER COUNTY,0.07375
10506,NY,WESTCHESTER COUNTY,0.07375
10507,NY,WESTCHESTER COUNTY,0.07375
10509,NY,PUTNAM COUNTY,0.08375
10510,NY,WESTCHESTER COUNTY,0.07375
10511,NY,WESTCHESTER COUNTY,0.07375
10512,NY,PUTNAM COUNTY,0.08375
10514,NY,WESTCHESTER COUNTY,0.07375
10516,NY,PUTNAM COUNTY,0.08375
10517,NY,WESTCHESTER COUNTY,0.07375
10518,NY,WESTCHESTER COUNTY,0.07375
10519,NY,WESTCHESTER COUNTY,0.07375
10520,NY,WESTCHESTER COUNTY,0.07375
10522,NY,WESTCHESTER COUNTY,0.07375
10523,NY,WESTCHESTER COUNTY,0.07375
10524,NY,PUTNAM COUNTY,0.08375
10526,NY,WESTCHESTER COUNTY,0.07375
10527,NY,WESTCHESTER COUNTY,0.07375
10528,NY,WESTCHESTER COUNTY,0.07375
10530,NY,WESTCHESTER COUNTY,0.07375
10532,NY,WESTCHESTER COUNTY,0.07375
10533,NY,WESTCHESTER COUNTY,0.07375
10535,NY,WESTCHESTER COUNTY,0.07375
10536,NY,WESTCHESTER COUNTY,0.07375
10537,NY,PUTNAM COUNTY,0.08375
10538,NY,WESTCHESTER COUNTY,0.07375
10540,NY,WESTCHESTER COUNTY,0.07375
10541,NY,PUTNAM COUNTY,0.08375
10542,NY,PUTNAM COUNTY,0.08375
10543,NY,WESTCHESTER COUNTY,0.07375
10545,NY,WESTCHESTER COUNTY,0.07375
10546,NY,WESTCHESTER COUNTY,0.07375
10547,NY,WESTCHESTER COUNTY,0.07375
10548,NY,WESTCHESTER COUNTY,0.07375
10549,NY,WESTCHESTER COUNTY,0.07375
10550,NY,MOUNT VERNON,0.08375
10551,NY,MOUNT VERNON,0.08375
10552,NY,MOUNT VERNON,0.08375
10553,NY,MOUNT VERNON,0.08375
10560,NY,WESTCHESTER COUNTY,0.07375
10562,NY,WESTCHESTER COUNTY,0.07375
10566,NY,WESTCHESTER COUNTY,0.07375
10567,NY,WESTCHESTER COUNTY,0.07375
10570,NY,WESTCHESTER COUNTY,0.07375
10573,NY,WESTCHESTER COUNTY,0.07375
10576,NY,WESTCHESTER COUNTY,0.07375
10577,NY,WESTCHESTER COUNTY,0.07375
10578,NY,WESTCHESTER COUNTY,0.07375
10579,NY,PUTNAM COUNTY,0.08375
10580,NY,WESTCHESTER COUNTY,0.07375
10583,NY,WESTCHESTER COUNTY,0.07375
10587,NY,WESTCHESTER COUNTY,0.07375
10588,NY,WESTCHESTER COUNTY,0.07375
10589,NY,WESTCHESTER COUNTY,0.07375
10590,NY,WESTCHESTER COUNTY,0.07375
10591,NY,WESTCHESTER COUNTY,0.07375
10594,NY,WESTCHESTER COUNTY,0.07375
10595,NY,WESTCHESTER COUNTY,0.07375
10596,NY,WESTCHESTER COUNTY,0.07375
10597,NY,WESTCHESTER COUNTY,0.07375
10598,NY,WESTCHESTER COUNTY,0.07375
10601,NY,WHITE PLAINS,0.08375
10602,NY,WHITE PLAINS,0.08375
10603,NY,WESTCHESTER COUNTY,0.07375
10604,NY,WESTCHESTER COUNTY,0.07375
10605,NY,WHITE PLAINS,0.08375
10606,NY,WHITE PLAINS,0.08375
10607,NY,WESTCHESTER COUNTY,0.07375
10610,NY,WHITE PLAINS,0.08375
10701,NY,YONKERS,0.08875
10702,NY,YONKERS,0.08875
10703,NY,YONKERS,0.08875
10704,NY,YONKERS,0.08875
10705,NY,YONKERS,0.08875
10706,NY,WESTCHESTER COUNTY,0.07375
10707,NY,WESTCHESTER COUNTY,0.07375
10708,NY,YONKERS,0.08875
10709,NY,WESTCHESTER COUNTY,0.07375
10710,NY,YONKERS,0.08875
10801,NY,NEW ROCHELLE,0.08375
10802,NY,NEW ROCHELLE,0.08375
10803,NY,WESTCHESTER COUNTY,0.07375
10804,NY,NEW ROCHELLE,0.08375
10805,NY,NEW ROCHELLE,0.08375
10901,NY,ROCKLAND COUNTY,0.08375
10910,NY,ORANGE COUNTY,0.08125
10911,NY,ORANGE COUNTY,0.08125
10912,NY,ORANGE COUNTY,0.08125
10913,NY,ROCKLAND COUNTY,0.08375
10914,NY,ORANGE COUNTY,0.08125
10915,NY,ORANGE COUNTY,0.08125
10916,NY,ORANGE COUNTY,0.08125
10917,NY,ORANGE COUNTY,0.08125
10918,NY,ORANGE COUNTY,0.08125
10919,NY,ORANGE COUNTY,0.08125
10920,NY,ROCKLAND COUNTY,0.08375
10921,NY,ORANGE COUNTY,0.08125
10922,NY,ORANGE COUNTY,0.08125
10923,NY,ROCKLAND COUNTY,0.08375
10924,NY,ORANGE COUNTY,0.08125
10925,NY,ORANGE COUNTY,0.08125
10926,NY,ORANGE COUNTY,0.08125
10927,NY,ROCKLAND COUNTY,0.08375
10928,NY,ORANGE COUNTY,0.08125
10930,NY,ORANGE COUNTY,0.08125
10931,NY,ROCKLAND COUNTY,0.08375
10932,NY,ORANGE COUNTY,0.08125
10933,NY,ORANGE COUNTY,0.08125
10940,NY,ORANGE COUNTY,0.08125
10941,NY,ORANGE COUNTY,0.08125
10949,NY,ORANGE COUNTY,0.08125
10950,NY,ORANGE COUNTY,0.08125
10952,NY,ROCKLAND COUNTY,0.08375
10953,NY,ORANGE COUNTY,0.08125
10954,NY,ROCKLAND COUNTY,0.08375
10956,NY,ROCKLAND COUNTY,0.08375
10958,NY,ORANGE COUNTY,0.08125
10959,NY,ORANGE COUNTY,0.08125
10960,NY,ROCKLAND COUNTY,0.08375
10962,NY,ROCKLAND COUNTY,0.08375
10963,NY,ORANGE COUNTY,0.08125
10964,NY,ROCKLAND COUNTY,0.08375
10965,NY,ROCKLAND COUNTY,0.08375
10968,NY,ROCKLAND COUNTY,0.08375
10969,NY,ORANGE COUNTY,0.08125
10970,NY,ROCKLAND COUNTY,0.08375
10973,NY,ORANGE COUNTY,0.08125
10974,NY,ROCKLAND COUNTY,0.08375
10975,NY,ORANGE COUNTY,0.08125
10976,NY,ROCKLAND COUNTY,0.08375
10977,NY,ROCKLAND COUNTY,0.08375
10979,NY,ORANGE COUNTY,0.08125
10980,NY,ROCKLAND COUNTY,0.08375
10981,NY,ORANGE COUNTY,0.08125
10982,NY,ROCKLAND COUNTY,0.08375
10983,NY,ROCKLAND COUNTY,0.08375
10984,NY,ROCKLAND COUNTY,0.08375
10985,NY,ORANGE COUNTY,0.08125
10986,NY,ROCKLAND COUNTY,0.08375
10987,NY,ORANGE COUNTY,0.08125
10988,NY,ORANGE COUNTY,0.08125
10989,NY,ROCKLAND COUNTY,0.08375
10990,NY,ORANGE COUNTY,0.08125
10992,NY,ORANGE COUNTY,0.08125
10993,NY,ROCKLAND COUNTY,0.08375
10994,NY,ROCKLAND COUNTY,0.08375
10996,NY,ORANGE COUNTY,0.08125
10998,NY,ORANGE COUNTY,0.08125
11001,NY,NASSAU COUNTY,0.08625
11002,NY,NASSAU COUNTY,0.08625
11003,NY,NASSAU COUNTY,0.08625
11004,NY,NEW YORK CITY,0.08875
11005,NY,NEW YORK CITY,0.08875
11010,NY,NASSAU COUNTY,0.08625
11020,NY,NASSAU COUNTY,0.08625
11021,NY,NASSAU COUNTY,0.08625
11022,NY,NASSAU COUNTY,0.08625
11023,NY,NASSAU COUNTY,0.08625
11024,NY,NASSAU COUNTY,0.08625
11026,NY,NASSAU COUNTY,0.08625
11027,NY,NASSAU COUNTY,0.08625
11030,NY,NASSAU COUNTY,0.08625
11040,NY,NASSAU COUNTY,0.08625
11042,NY,NASSAU COUNTY,0.08625
11050,NY,NASSAU COUNTY,0.08625
11051,NY,NASSAU COUNTY,0.08625
11052,NY,NASSAU COUNTY,0.08625
11053,NY,NASSAU COUNTY,0.08625
11054,NY,NASSAU COUNTY,0.08625
11055,NY,NASSAU COUNTY,0.08625
11096,NY,NASSAU COUNTY,0.08625
11101,NY,NEW YORK CITY,0.08875
11102,NY,NEW YORK CITY,0.08875
11103,NY,NEW YORK CITY,0.08875
11104,NY,NEW YORK CITY,0.08875
11105,NY,NEW YORK CITY,0.08875
11106,NY,NEW YORK CITY,0.08875
11109,NY,NEW YORK CITY,0.08875
11120,NY,NEW YORK CITY,0.08875
11201,NY,NEW YORK CITY,0.08875
11202,NY,NEW YORK CITY,0.08875
11203,NY,NEW YORK CITY,0.08875
11204,NY,NEW YORK CITY,0.08875
11205,NY,NEW YORK CITY,0.08875
11206,NY,NEW YORK CITY,0.08875
11207,NY,NEW YORK CITY,0.08875
11208,NY,NEW YORK CITY,0.08875
11209,NY,NEW YORK CITY,0.08875
11210,NY,NEW YORK CITY,0.08875
11211,NY,NEW YORK CITY,0.08875
11212,NY,NEW YORK CITY,0.08875
11213,NY,NEW YORK CITY,0.08875
11214,NY,NEW YORK CITY,0.08875
11215,NY,NEW YORK CITY,0.08875
11216,NY,NEW YORK CITY,0.08875
11217,NY,NEW YORK CITY,0.08875
11218,NY,NEW YORK CITY,0.08875
11219,NY,NEW YORK CITY,0.08875
11220,NY,NEW YORK CITY,0.08875
11221,NY,NEW YORK CITY,0.08875
11222,NY,NEW YORK CITY,0.08875
11223,NY,NEW YORK CITY,0.08875
11224,NY,NEW YORK CITY,0.08875
11225,NY,NEW YORK CITY,0.08875
11226,NY,NEW YORK CITY,0.08875
11228,NY,NEW YORK CITY,0.08875
11229,NY,NEW YORK CITY,0.08875
11230,NY,NEW YORK CITY,0.08875
11231,NY,NEW YORK CITY,0.08875
11232,NY,NEW YORK CITY,0.08875
11233,NY,NEW YORK CITY,0.08875
11234,NY,NEW YORK CITY,0.08875
11235,NY,NEW YORK CITY,0.08875
11236,NY,NEW YORK CITY,0.08875
11237,NY,NEW YORK CITY,0.08875
11238,NY,NEW YORK CITY,0.08875
11239,NY,NEW YORK CITY,0.08875
11241,NY,NEW YORK CITY,0.08875
11242,NY,NEW YORK CITY,0.08875
11243,NY,NEW YORK CITY,0.08875
11245,NY,NEW YORK CITY,0.08875
11247,NY,NEW YORK CITY,0.08875
11249,NY,NEW YORK CITY,0.08875
11252,NY,NEW YORK CITY,0.08875
11256,NY,NEW YORK CITY,0.08875
11351,NY,NEW YORK CITY,0.08875
11352,NY,NEW YORK CITY,0.08875
11354,NY,NEW YORK CITY,0.08875
11355,NY,NEW YORK CITY,0.08875
11356,NY,NEW YORK CITY,0.08875
11357,NY,NEW YORK CITY,0.08875
11358,NY,NEW YORK CITY,0.08875
11359,NY,NEW YORK CITY,0.08875
11360,NY,NEW YORK CITY,0.08875
11361,NY,NEW YORK CITY,0.08875
11362,NY,NEW YORK CITY,0.08875
11363,NY,NEW YORK CITY,0.08875
11364,NY,NEW YORK CITY,0.08875
11365,NY,NEW YORK CITY,0.08875
11366,NY,NEW YORK CITY,0.08875
11367,NY,NEW YORK CITY,0.08875
11368,NY,NEW YORK CITY,0.08875
11369,NY,NEW YORK CITY,0.08875
11370,NY,NEW YORK CITY,0.08875
11371,NY,NEW YORK CITY,0.08875
11372,NY,NEW YORK CITY,0.08875
11373,NY,NEW YORK CITY,0.08875
11374,NY,NEW YORK CITY,0.08875
11375,NY,NEW YORK CITY,0.08875
11377,NY,NEW YORK CITY,0.08875
11378,NY,NEW YORK CITY,0.08875
11379,NY,NEW YORK CITY,0.08875
11380,NY,NEW YORK CITY,0.08875
11381,NY,NEW YORK CITY,0.08875
11385,NY,NEW YORK CITY,0.08875
11386,NY,NEW YORK CITY,0.08875
11405,NY,NEW YORK CITY,0.08875
11411,NY,NEW YORK CITY,0.08875
11412,NY,NEW YORK CITY,0.08875
11413,NY,NEW YORK CITY,0.08875
11414,NY,NEW YORK CITY,0.08875
11415,NY,NEW YORK CITY,0.08875
11416,NY,NEW YORK CITY,0.08875
11417,NY,NEW YORK CITY,0.08875
11418,NY,NEW YORK CITY,0.08875
11419,NY,NEW YORK CITY,0.08875
11420,NY,NEW YORK CITY,0.08875
11421,NY,NEW YORK CITY,0.08875
11422,NY,NEW YORK CITY,0.08875
11423,NY,NEW YORK CITY,0.08875
11424,NY,NEW YORK CITY,0.08875
11425,NY,NEW YORK CITY,0.08875
11426,NY,NEW YORK CITY,0.08875
11427,NY,NEW YORK CITY,0.08875
11428,NY,NEW YORK CITY,0.08875
11429,NY,NEW YORK CITY,0.08875
11430,NY,NEW YORK CITY,0.08875
11431,NY,NEW YORK CITY,0.08875
11432,NY,NEW YORK CITY,0.08875
11433,NY,NEW YORK CITY,0.08875
11434,NY,NEW YORK CITY,0.08875
11435,NY,NEW YORK CITY,0.08875
11436,NY,NEW YORK CITY,0.08875
11439,NY,NEW YORK CITY,0.08875
11451,NY,NEW YORK CITY,0.08875
11499,NY,NEW YORK CITY,0.08875
11501,NY,NASSAU COUNTY,0.08625
11507,NY,NASSAU COUNTY,0.08625
11509,NY,NASSAU COUNTY,0.08625
11510,NY,NASSAU COUNTY,0.08625
11514,NY,NASSAU COUNTY,0.08625
11516,NY,NASSAU COUNTY,0.08625
11518,NY,NASSAU COUNTY,0.08625
11520,NY,NASSAU COUNTY,0.08625
11530,NY,NASSAU COUNTY,0.08625
11531,NY,NASSAU COUNTY,0.08625
11542,NY,NASSAU COUNTY,0.08625
11545,NY,NASSAU COUNTY,0.08625
11547,NY,NASSAU COUNTY,0.08625
11548,NY,NASSAU COUNTY,0.08625
11549,NY,NASSAU COUNTY,0.08625
11550,NY,NASSAU COUNTY,0.08625
11551,NY,NASSAU COUNTY,0.08625
11552,NY,NASSAU COUNTY,0.08625
11553,NY,NASSAU COUNTY,0.08625
11554,NY,NASSAU COUNTY,0.08625
11556,NY,NASSAU COUNTY,0.08625
11557,NY,NASSAU COUNTY,0.08625
11558,NY,NASSAU COUNTY,0.08625
11559,NY,NASSAU COUNTY,0.08625
11560,NY,NASSAU COUNTY,0.08625
11561,NY,NASSAU COUNTY,0.08625
11563,NY,NASSAU COUNTY,0.08625
11565,NY,NASSAU COUNTY,0.08625
11566,NY,NASSAU COUNTY,0.08625
11568,NY,NASSAU COUNTY,0.08625
11569,NY,NASSAU COUNTY,0.08625
11570,NY,NASSAU COUNTY,0.08625
11571,NY,NASSAU COUNTY,0.08625
11572,NY,NASSAU COUNTY,0.08625
11575,NY,NASSAU COUNTY,0.08625
