ZipCode,State,TaxRegionName,CombinedRate
31516,GA,PIERCE COUNTY,0.07
31518,GA,APPLING COUNTY,0.08
31519,GA,COFFEE COUNTY,0.07
31520,GA,GLYNN COUNTY,0.06
31521,GA,GLYNN COUNTY,0.06
31522,GA,GLYNN COUNTY,0.06
31523,GA,GLYNN COUNTY,0.06
31524,GA,GLYNN COUNTY,0.06
31525,GA,GLYNN COUNTY,0.06
31527,GA,GLYNN COUNTY,0.06
31532,GA,JEFF DAVIS COUNTY,0.08
31533,GA,COFFEE COUNTY,0.07
31534,GA,COFFEE COUNTY,0.07
31535,GA,COFFEE COUNTY,0.07
31537,GA,CHARLTON COUNTY,0.07
31539,GA,JEFF DAVIS COUNTY,0.08
31542,GA,BRANTLEY COUNTY,0.07
31543,GA,BRANTLEY COUNTY,0.07
31544,GA,TELFAIR COUNTY,0.08
31545,GA,WAYNE COUNTY,0.08
31546,GA,WAYNE COUNTY,0.08
31547,GA,CAMDEN COUNTY,0.07
31548,GA,CAMDEN COUNTY,0.07
31549,GA,TELFAIR COUNTY,0.08
31550,GA,WARE COUNTY,0.07
31551,GA,PIERCE COUNTY,0.07
31552,GA,WARE COUNTY,0.07
31553,GA,BRANTLEY COUNTY,0.07
31554,GA,COFFEE COUNTY,0.07
31555,GA,WAYNE COUNTY,0.08
31556,GA,PIERCE COUNTY,0.07
31557,GA,PIERCE COUNTY,0.07
31558,GA,CAMDEN COUNTY,0.07
31560,GA,WAYNE COUNTY,0.08
31561,GA,GLYNN COUNTY,0.06
31562,GA,CHARLTON COUNTY,0.07
31563,GA,APPLING COUNTY,0.08
31564,GA,WARE COUNTY,0.07
31565,GA,CAMDEN COUNTY,0.07
31566,GA,BRANTLEY COUNTY,0.07
31567,GA,COFFEE COUNTY,0.07
31568,GA,CAMDEN COUNTY,0.07
31569,GA,CAMDEN COUNTY,0.07
31598,GA,WAYNE COUNTY,0.08
31599,GA,WAYNE COUNTY,0.08
31601,GA,LOWNDES COUNTY,0.07
31602,GA,LOWNDES COUNTY,0.07
31603,GA,LOWNDES COUNTY,0.07
31604,GA,LOWNDES COUNTY,0.07
31605,GA,LOWNDES COUNTY,0.07
31606,GA,LOWNDES COUNTY,0.07
31620,GA,COOK COUNTY,0.07
31622,GA,BERRIEN COUNTY,0.07
31623,GA,CLINCH COUNTY,0.07
31624,GA,ATKINSON COUNTY,0.07
31625,GA,BROOKS COUNTY,0.07
31626,GA,THOMAS COUNTY,0.07
31627,GA,COOK COUNTY,0.07
31629,GA,BROOKS COUNTY,0.07
31630,GA,CLINCH COUNTY,0.07
31631,GA,ECHOLS COUNTY,0.07
31632,GA,LOWNDES COUNTY,0.07
31634,GA,CLINCH COUNTY,0.07
31635,GA,LANIER COUNTY,0.07
31636,GA,LOWNDES COUNTY,0.07
31637,GA,COOK COUNTY,0.07
31638,GA,BROOKS COUNTY,0.07
31639,GA,BERRIEN COUNTY,0.07
31641,GA,LOWNDES COUNTY,0.07
31642,GA,ATKINSON COUNTY,0.07
31643,GA,BROOKS COUNTY,0.07
31645,GA,BERRIEN COUNTY,0.07
31647,GA,COOK COUNTY,0.07
31648,GA,ECHOLS COUNTY,0.07
31649,GA,LANIER COUNTY,0.07
31650,GA,ATKINSON COUNTY,0.07
31698,GA,LOWNDES COUNTY,0.07
31699,GA,LOWNDES COUNTY,0.07
31701,GA,DOUGHERTY COUNTY,0.07
31702,GA,DOUGHERTY COUNTY,0.07
31703,GA,DOUGHERTY COUNTY,0.07
31704,GA,DOUGHERTY COUNTY,0.07
31705,GA,DOUGHERTY COUNTY,0.07
31706,GA,DOUGHERTY COUNTY,0.07
31707,GA,DOUGHERTY COUNTY,0.07
31708,GA,DOUGHERTY COUNTY,0.07
31709,GA,SUMTER COUNTY,0.08
31711,GA,MACON COUNTY,0.08
31712,GA,CRISP COUNTY,0.08
31714,GA,TURNER COUNTY,0.07
31716,GA,MITCHELL COUNTY,0.07
31719,GA,SUMTER COUNTY,0.08
31720,GA,BROOKS COUNTY,0.07
31721,GA,DOUGHERTY COUNTY,0.07
31722,GA,COLQUITT COUNTY,0.07
31727,GA,TIFT COUNTY,0.07
31730,GA,MITCHELL COUNTY,0.07
31733,GA,TIFT COUNTY,0.07
31735,GA,SUMTER COUNTY,0.08
31738,GA,THOMAS COUNTY,0.07
31743,GA,SUMTER COUNTY,0.08
31744,GA,COLQUITT COUNTY,0.07
31747,GA,COLQUITT COUNTY,0.07
31749,GA,BERRIEN COUNTY,0.07
31750,GA,BEN HILL COUNTY,0.07
31753,GA,COLQUITT COUNTY,0.07
31756,GA,COLQUITT COUNTY,0.07
31757,GA,THOMAS COUNTY,0.07
31763,GA,LEE COUNTY,0.07
31764,GA,SUMTER COUNTY,0.08
31765,GA,THOMAS COUNTY,0.07
31768,GA,COLQUITT COUNTY,0.07
31769,GA,IRWIN COUNTY,0.07
31771,GA,COLQUITT COUNTY,0.07
31772,GA,WORTH COUNTY,0.07
31773,GA,THOMAS COUNTY,0.07
31774,GA,IRWIN COUNTY,0.07
31775,GA,COLQUITT COUNTY,0.07
31776,GA,COLQUITT COUNTY,0.07
31778,GA,BROOKS COUNTY,0.07
31779,GA,MITCHELL COUNTY,0.07
31780,GA,SUMTER COUNTY,0.08
31781,GA,WORTH COUNTY,0.07
31782,GA,DOUGHERTY COUNTY,0.07
31783,GA,TURNER COUNTY,0.07
31784,GA,MITCHELL COUNTY,0.07
31787,GA,LEE COUNTY,0.07
31788,GA,COLQUITT COUNTY,0.07
31789,GA,WORTH COUNTY,0.07
31790,GA,TURNER COUNTY,0.07
31791,GA,WORTH COUNTY,0.07
31792,GA,THOMAS COUNTY,0.07
31793,GA,TIFT COUNTY,0.07
31794,GA,TIFT COUNTY,0.07
31795,GA,WORTH COUNTY,0.07
31796,GA,WORTH COUNTY,0.07
31798,GA,COFFEE COUNTY,0.07
31799,GA,THOMAS COUNTY,0.07
31801,GA,TALBOT COUNTY,0.08
31803,GA,MARION COUNTY,0.08
31804,GA,HARRIS COUNTY,0.08
31805,GA,CHATTAHOOCHEE COUNTY,0.08
31806,GA,SCHLEY COUNTY,0.08
31807,GA,HARRIS COUNTY,0.08
31808,GA,HARRIS COUNTY,0.08
31810,GA,TALBOT COUNTY,0.08
31811,GA,HARRIS COUNTY,0.08
31812,GA,TALBOT COUNTY,0.08
31814,GA,STEWART COUNTY,0.08
31815,GA,STEWART COUNTY,0.08
31816,GA,MERIWETHER COUNTY,0.07
31820,GA,MUSCOGEE COUNTY,0.08
31821,GA,STEWART COUNTY,0.08
31822,GA,HARRIS COUNTY,0.08
31823,GA,HARRIS COUNTY,0.08
31824,GA,WEBSTER COUNTY,0.08
31825,GA,STEWART COUNTY,0.08
31826,GA,HARRIS COUNTY,0.08
31827,GA,TALBOT COUNTY,0.08
31829,GA,MUSCOGEE COUNTY,0.08
31830,GA,MERIWETHER COUNTY,0.07
31831,GA,HARRIS COUNTY,0.08
31832,GA,WEBSTER COUNTY,0.08
31833,GA,TROUP COUNTY,0.07
31836,GA,TALBOT COUNTY,0.08
31901,GA,MUSCOGEE COUNTY,0.08
31902,GA,MUSCOGEE COUNTY,0.08
31903,GA,MUSCOGEE COUNTY,0.08
31904,GA,MUSCOGEE COUNTY,0.08
31905,GA,CHATTAHOOCHEE COUNTY,0.08
31906,GA,MUSCOGEE COUNTY,0.08
31907,GA,MUSCOGEE COUNTY,0.08
31908,GA,MUSCOGEE COUNTY,0.08
31909,GA,MUSCOGEE COUNTY,0.08
31914,GA,MUSCOGEE COUNTY,0.08
31917,GA,MUSCOGEE COUNTY,0.08
31995,GA,MUSCOGEE COUNTY,0.08
31998,GA,MUSCOGEE COUNTY,0.08
31999,GA,MUSCOGEE COUNTY,0.08
39813,GA,CALHOUN COUNTY,0.07
39815,GA,DECATUR COUNTY,0.07
39817,GA,DECATUR COUNTY,0.07
39818,GA,DECATUR COUNTY,0.07
39819,GA,DECATUR COUNTY,0.07
39823,GA,EARLY COUNTY,0.07
39824,GA,CLAY COUNTY,0.08
39825,GA,DECATUR COUNTY,0.07
39826,GA,TERRELL COUNTY,0.07
39827,GA,GRADY COUNTY,0.07
39828,GA,GRADY COUNTY,0.07
39829,GA,GRADY COUNTY,0.07
39832,GA,EARLY COUNTY,0.07
39834,GA,DECATUR COUNTY,0.07
39836,GA,RANDOLPH COUNTY,0.08
39837,GA,MILLER COUNTY,0.07
39840,GA,RANDOLPH COUNTY,0.08
39841,GA,EARLY COUNTY,0.07
39842,GA,TERRELL COUNTY,0.07
39845,GA,SEMINOLE COUNTY,0.07
39846,GA,CALHOUN COUNTY,0.07
39851,GA,CLAY COUNTY,0.08
39852,GA,DECATUR COUNTY,0.07
39854,GA,QUITMAN COUNTY,0.08
39859,GA,SEMINOLE COUNTY,0.07
39861,GA,EARLY COUNTY,0.07
39862,GA,CALHOUN COUNTY,0.07
39866,GA,CALHOUN COUNTY,0.07
39867,GA,QUITMAN COUNTY,0.08
39870,GA,BAKER COUNTY,0.07
39877,GA,TERRELL COUNTY,0.07
39885,GA,TERRELL COUNTY,0.07
39886,GA,RANDOLPH COUNTY,0.08
39897,GA,GRADY COUNTY,0.07
39901,GA,DEKALB COUNTY,0.07
96701,HI,HONOLULU,0.045
96703,HI,KAUAI COUNTY,0.04
96704,HI,HAWAII COUNTY,0.04
96705,HI,KAUAI COUNTY,0.04
96706,HI,HONOLULU,0.045
96707,HI,HONOLULU,0.045
96708,HI,MAUI COUNTY,0.04
96709,HI,HONOLULU,0.045
96710,HI,HAWAII COUNTY,0.04
96712,HI,HONOLULU,0.045
96713,HI,MAUI COUNTY,0.04
96714,HI,KAUAI COUNTY,0.04
96715,HI,KAUAI COUNTY,0.04
96716,HI,KAUAI COUNTY,0.04
96717,HI,HONOLULU,0.045
96719,HI,HAWAII COUNTY,0.04
96720,HI,HAWAII COUNTY,0.04
96721,HI,HAWAII COUNTY,0.04
96722,HI,KAUAI COUNTY,0.04
96725,HI,HAWAII COUNTY,0.04
96726,HI,HAWAII COUNTY,0.04
96727,HI,HAWAII COUNTY,0.04
96728,HI,HAWAII COUNTY,0.04
96729,HI,MAUI COUNTY,0.04
96730,HI,HONOLULU,0.045
96731,HI,HONOLULU,0.045
96732,HI,MAUI COUNTY,0.04
96733,HI,MAUI COUNTY,0.04
96734,HI,HONOLULU,0.045
96737,HI,HAWAII COUNTY,0.04
96738,HI,HAWAII COUNTY,0.04
96739,HI,HAWAII COUNTY,0.04
96740,HI,HAWAII COUNTY,0.04
96741,HI,KAUAI COUNTY,0.04
96743,HI,HAWAII COUNTY,0.04
96744,HI,HONOLULU,0.045
96745,HI,HAWAII COUNTY,0.04
96746,HI,KAUAI COUNTY,0.04
96748,HI,MAUI COUNTY,0.04
96749,HI,HAWAII COUNTY,0.04
96750,HI,HAWAII COUNTY,0.04
96751,HI,KAUAI COUNTY,0.04
96752,HI,KAUAI COUNTY,0.04
96753,HI,MAUI COUNTY,0.04
96754,HI,KAUAI COUNTY,0.04
96755,HI,HAWAII COUNTY,0.04
96756,HI,KAUAI COUNTY,0.04
96757,HI,MAUI COUNTY,0.04
96759,HI,HONOLULU,0.045
96760,HI,HAWAII COUNTY,0.04
96761,HI,MAUI COUNTY,0.04
96762,HI,HONOLULU,0.045
96763,HI,MAUI COUNTY,0.04
96764,HI,HAWAII COUNTY,0.04
96765,HI,KAUAI COUNTY,0.04
96766,HI,KAUAI COUNTY,0.04
96767,HI,MAUI COUNTY,0.04
96768,HI,MAUI COUNTY,0.04
96769,HI,KAUAI COUNTY,0.04
96770,HI,MAUI COUNTY,0.04
96771,HI,HAWAII COUNTY,0.04
96772,HI,HAWAII COUNTY,0.04
96773,HI,HAWAII COUNTY,0.04
96774,HI,HAWAII COUNTY,0.04
96776,HI,HAWAII COUNTY,0.04
96777,HI,HAWAII COUNTY,0.04
96778,HI,HAWAII COUNTY,0.04
96779,HI,MAUI COUNTY,0.04
96780,HI,HAWAII COUNTY,0.04
96781,HI,HAWAII COUNTY,0.04
96782,HI,HONOLULU,0.045
96783,HI,HAWAII COUNTY,0.04
96784,HI,MAUI COUNTY,0.04
96785,HI,HAWAII COUNTY,0.04
96786,HI,HONOLULU,0.045
96789,HI,HONOLULU,0.045
96790,HI,MAUI COUNTY,0.04
96791,HI,HONOLULU,0.045
96792,HI,HONOLULU,0.045
96793,HI,MAUI COUNTY,0.04
96795,HI,HONOLULU,0.045
96796,HI,KAUAI COUNTY,0.04
96797,HI,HONOLULU,0.045
96801,HI,HONOLULU,0.045
96802,HI,HONOLULU,0.045
96803,HI,HONOLULU,0.045
96804,HI,HONOLULU,0.045
96805,HI,HONOLULU,0.045
96806,HI,HONOLULU,0.045
96807,HI,HONOLULU,0.045
96808,HI,HONOLULU,0.045
96809,HI,HONOLULU,0.045
96810,HI,HONOLULU,0.045
96811,HI,HONOLULU,0.045
96812,HI,HONOLULU,0.045
96813,HI,HONOLULU,0.045
96814,HI,HONOLULU,0.045
96815,HI,HONOLULU,0.045
96816,HI,HONOLULU,0.045
96817,HI,HONOLULU,0.045
96818,HI,HONOLULU,0.045
96819,HI,HONOLULU,0.045
96820,HI,HONOLULU,0.045
96821,HI,HONOLULU,0.045
96822,HI,HONOLULU,0.045
96823,HI,HONOLULU,0.045
96824,HI,HONOLULU,0.045
96825,HI,HONOLULU,0.045
96826,HI,HONOLULU,0.045
96828,HI,HONOLULU,0.045
96830,HI,HONOLULU,0.045
96836,HI,HONOLULU,0.045
96837,HI,HONOLULU,0.045
96839,HI,HONOLULU,0.045
96843,HI,HONOLULU,0.045
96844,HI,HONOLULU,0.045
96848,HI,HONOLULU,0.045
96850,HI,HONOLULU,0.045
96853,HI,HONOLULU,0.045
96854,HI,HONOLULU,0.045
96857,HI,HONOLULU,0.045
96858,HI,HONOLULU,0.045
96859,HI,HONOLULU,0.045
96860,HI,HONOLULU,0.045
96861,HI,HONOLULU,0.045
96863,HI,HONOLULU,0.045
96898,HI,HONOLULU,0.045
50001,IA,WARREN COUNTY,0.06
50002,IA,ADAIR COUNTY,0.07
50003,IA,DALLAS COUNTY,0.06
50005,IA,MARSHALL COUNTY,0.07
50006,IA,HARDIN COUNTY,0.07
50007,IA,POLK COUNTY,0.06
50008,IA,WAYNE COUNTY,0.07
50009,IA,POLK COUNTY,0.06
50010,IA,STORY COUNTY,0.07
50011,IA,STORY COUNTY,0.07
50012,IA,STORY COUNTY,0.07
50013,IA,STORY COUNTY,0.07
50014,IA,STORY COUNTY,0.07
50020,IA,CASS COUNTY,0.07
50021,IA,POLK COUNTY,0.06
50022,IA,CASS COUNTY,0.07
50023,IA,POLK COUNTY,0.06
50025,IA,AUDUBON COUNTY,0.07
50026,IA,GUTHRIE COUNTY,0.07
50027,IA,MAHASKA COUNTY,0.07
50028,IA,JASPER COUNTY,0.07
50029,IA,GUTHRIE COUNTY,0.07
50031,IA,BOONE COUNTY,0.07
50032,IA,POLK COUNTY,0.06
50033,IA,BEVINGTON (MADISON CO),0.07
50034,IA,HAMILTON COUNTY,0.07
50035,IA,POLK COUNTY,0.06
50036,IA,BOONE COUNTY,0.07
50038,IA,DALLAS COUNTY,0.06
50039,IA,DALLAS COUNTY,0.06
50040,IA,BOONE COUNTY,0.07
50041,IA,FRANKLIN COUNTY,0.07
50042,IA,AUDUBON COUNTY,0.07
50044,IA,MARION COUNTY,0.07
50046,IA,STORY COUNTY,0.07
50047,IA,WARREN COUNTY,0.06
50048,IA,GUTHRIE COUNTY,0.07
50049,IA,LUCAS COUNTY,0.07
50050,IA,GREENE COUNTY,0.07
50051,IA,MARSHALL COUNTY,0.07
50052,IA,WAYNE COUNTY,0.07
50054,IA,JASPER COUNTY,0.07
50055,IA,STORY COUNTY,0.07
50056,IA,STORY COUNTY,0.07
50057,IA,MARION COUNTY,0.07
50058,IA,CARROLL COUNTY,0.07
50059,IA,GREENE COUNTY,0.07
50060,IA,WAYNE COUNTY,0.07
50061,IA,WARREN COUNTY,0.06
50062,IA,MARION COUNTY,0.07
50063,IA,DALLAS COUNTY,0.06
50064,IA,GREENE COUNTY,0.07
50065,IA,DECATUR COUNTY,0.07
50066,IA,DALLAS COUNTY,0.06
50067,IA,DECATUR COUNTY,0.07
50068,IA,LUCAS COUNTY,0.07
50069,IA,DALLAS COUNTY,0.06
50070,IA,DALLAS COUNTY,0.06
50071,IA,WRIGHT COUNTY,0.07
50072,IA,MADISON COUNTY,0.07
50073,IA,POLK COUNTY,0.06
50074,IA,RINGGOLD COUNTY,0.07
50075,IA,HAMILTON COUNTY,0.07
50076,IA,AUDUBON COUNTY,0.07
50078,IA,MARSHALL COUNTY,0.07
50101,IA,WRIGHT COUNTY,0.07
50102,IA,HARDIN COUNTY,0.07
50103,IA,DECATUR COUNTY,0.07
50104,IA,KEOKUK COUNTY,0.07
50105,IA,STORY COUNTY,0.07
50106,IA,MARSHALL COUNTY,0.07
50107,IA,GREENE COUNTY,0.07
50108,IA,DECATUR COUNTY,0.07
50109,IA,DALLAS COUNTY,0.06
50110,IA,AUDUBON COUNTY,0.07
50111,IA,POLK COUNTY,0.06
50112,IA,POWESHIEK COUNTY,0.07
50115,IA,GUTHRIE COUNTY,0.07
50116,IA,MARION COUNTY,0.07
50117,IA,AUDUBON COUNTY,0.07
50118,IA,WARREN COUNTY,0.06
50119,IA,MARION COUNTY,0.07
50120,IA,MARSHALL COUNTY,0.07
50122,IA,HARDIN COUNTY,0.07
50123,IA,WAYNE COUNTY,0.07
50124,IA,STORY COUNTY,0.07
50125,IA,WARREN COUNTY,0.06
50126,IA,HARDIN COUNTY,0.07
50127,IA,JASPER COUNTY,0.07
50128,IA,GUTHRIE COUNTY,0.07
50129,IA,GREENE COUNTY,0.07
50130,IA,HAMILTON COUNTY,0.07
50131,IA,POLK COUNTY,0.06
50132,IA,HAMILTON COUNTY,0.07
50133,IA,RINGGOLD COUNTY,0.07
50134,IA,STORY COUNTY,0.07
50135,IA,JASPER COUNTY,0.07
50136,IA,KEOKUK COUNTY,0.07
50137,IA,JASPER COUNTY,0.07
50138,IA,MARION COUNTY,0.07
50139,IA,WARREN COUNTY,0.06
50140,IA,DECATUR COUNTY,0.07
50141,IA,MARSHALL COUNTY,0.07
50142,IA,MARSHALL COUNTY,0.07
50143,IA,MAHASKA COUNTY,0.07
50144,IA,DECATUR COUNTY,0.07
50145,IA,WARREN COUNTY,0.06
50146,IA,DALLAS COUNTY,0.06
50147,IA,WAYNE COUNTY,0.07
50148,IA,MARSHALL COUNTY,0.07
50149,IA,UNION COUNTY,0.07
50150,IA,MONROE COUNTY,0.07
50151,IA,LUCAS COUNTY,0.07
50152,IA,BOONE COUNTY,0.07
50153,IA,JASPER COUNTY,0.07
50154,IA,STORY COUNTY,0.07
50155,IA,MADISON COUNTY,0.07
50156,IA,BOONE COUNTY,0.07
50157,IA,POWESHIEK COUNTY,0.07
50158,IA,MARSHALL COUNTY,0.07
50160,IA,WARREN COUNTY,0.06
50161,IA,STORY COUNTY,0.07
50162,IA,MARSHALL COUNTY,0.07
50163,IA,MARION COUNTY,0.07
50164,IA,GUTHRIE COUNTY,0.07
50165,IA,WAYNE COUNTY,0.07
50166,IA,WARREN COUNTY,0.06
50167,IA,DALLAS COUNTY,0.06
50168,IA,JASPER COUNTY,0.07
50169,IA,POLK COUNTY,0.06
50170,IA,JASPER COUNTY,0.07
50171,IA,POWESHIEK COUNTY,0.07
50173,IA,TAMA COUNTY,0.07
50174,IA,MURRAY,0.07
50201,IA,STORY COUNTY,0.07
50206,IA,HARDIN COUNTY,0.07
50207,IA,MAHASKA COUNTY,0.07
50208,IA,JASPER COUNTY,0.07
50210,IA,WARREN COUNTY,0.06
50211,IA,WARREN COUNTY,0.06
50212,IA,BOONE COUNTY,0.07
50213,IA,OSCEOLA,0.07
50214,IA,MARION COUNTY,0.07
50216,IA,GUTHRIE COUNTY,0.07
50217,IA,GREENE COUNTY,0.07
50218,IA,MADISON COUNTY,0.07
50219,IA,MARION COUNTY,0.07
50220,IA,PERRY,0.07
50222,IA,MADISON COUNTY,0.07
50223,IA,BOONE COUNTY,0.07
50225,IA,MARION COUNTY,0.07
50226,IA,POLK,0.07
50227,IA,FRANKLIN COUNTY,0.07
50228,IA,JASPER COUNTY,0.07
50229,IA,WARREN COUNTY,0.06
50230,IA,HARDIN COUNTY,0.07
50231,IA,HAMILTON COUNTY,0.07
50232,IA,JASPER COUNTY,0.07
50233,IA,DALLAS COUNTY,0.06
50234,IA,MARSHALL COUNTY,0.07
50235,IA,GREENE COUNTY,0.07
50236,IA,STORY COUNTY,0.07
50237,IA,POLK COUNTY,0.06
50238,IA,LUCAS COUNTY,0.07
50239,IA,MARSHALL COUNTY,0.07
50240,IA,MADISON COUNTY,0.07
50241,IA,WARREN COUNTY,0.06
50242,IA,POWESHIEK COUNTY,0.07
50243,IA,SHELDAHL,0.07
50244,IA,STORY COUNTY,0.07
50246,IA,HAMILTON COUNTY,0.07
50247,IA,MARSHALL COUNTY,0.07
50248,IA,STORY COUNTY,0.07
50249,IA,HAMILTON COUNTY,0.07
50250,IA,ADAIR COUNTY,0.07
50251,IA,JASPER COUNTY,0.07
50252,IA,WARREN COUNTY,0.06
50254,IA,UNION COUNTY,0.07
50255,IA,THORNBURG,0.07
50256,IA,MARION COUNTY,0.07
50257,IA,MADISON COUNTY,0.07
50258,IA,HARDIN COUNTY,0.07
50259,IA,HARDIN COUNTY,0.07
50261,IA,DALLAS COUNTY,0.06
50262,IA,DECATUR COUNTY,0.07
50263,IA,DALLAS COUNTY,0.06
50264,IA,DECATUR COUNTY,0.07
50265,IA,POLK COUNTY,0.06
50266,IA,POLK COUNTY,0.06
50268,IA,WHAT CHEER,0.07
50269,IA,HARDIN COUNTY,0.07
50271,IA,HAMILTON COUNTY,0.07
50272,IA,LUCAS COUNTY,0.07
50273,IA,MADISON COUNTY,0.07
50274,IA,CASS COUNTY,0.07
50275,IA,CLARKE COUNTY,0.06
50276,IA,DALLAS COUNTY,0.06
50277,IA,GUTHRIE COUNTY,0.07
50278,IA,STORY COUNTY,0.07
50301,IA,POLK COUNTY,0.06
50302,IA,POLK COUNTY,0.06
50303,IA,POLK COUNTY,0.06
50304,IA,POLK COUNTY,0.06
50305,IA,POLK COUNTY,0.06
50307,IA,POLK COUNTY,0.06
50308,IA,POLK COUNTY,0.06
50309,IA,POLK COUNTY,0.06
50310,IA,POLK COUNTY,0.06
50311,IA,POLK COUNTY,0.06
50312,IA,POLK COUNTY,0.06
50313,IA,POLK COUNTY,0.06
50314,IA,POLK COUNTY,0.06
50315,IA,POLK COUNTY,0.06
50316,IA,POLK COUNTY,0.06
50317,IA,POLK COUNTY,0.06
50318,IA,POLK COUNTY,0.06
50319,IA,POLK COUNTY,0.06
50320,IA,POLK COUNTY,0.06
50321,IA,POLK COUNTY,0.06
50322,IA,POLK COUNTY,0.06
50323,IA,DALLAS COUNTY,0.06
50324,IA,POLK COUNTY,0.06
50325,IA,POLK COUNTY,0.06
50327,IA,POLK COUNTY,0.06
50328,IA,POLK COUNTY,0.06
50329,IA,POLK COUNTY,0.06
50330,IA,POLK COUNTY,0.06
50332,IA,POLK COUNTY,0.06
50335,IA,POLK COUNTY,0.06
50339,IA,POLK COUNTY,0.06
50359,IA,POLK COUNTY,0.06
50360,IA,POLK COUNTY,0.06
50361,IA,POLK COUNTY,0.06
50362,IA,POLK COUNTY,0.06
50363,IA,POLK COUNTY,0.06
50364,IA,POLK COUNTY,0.06
50367,IA,POLK COUNTY,0.06
50368,IA,POLK COUNTY,0.06
50369,IA,POLK COUNTY,0.06
50391,IA,POLK COUNTY,0.06
50392,IA,POLK COUNTY,0.06
50394,IA,POLK COUNTY,0.06
50395,IA,POLK COUNTY,0.06
50396,IA,POLK COUNTY,0.06
50398,IA,DALLAS COUNTY,0.06
50401,IA,CERRO GORDO COUNTY,0.07
50402,IA,CERRO GORDO COUNTY,0.07
50420,IA,FRANKLIN COUNTY,0.07
50421,IA,WRIGHT COUNTY,0.07
50423,IA,HANCOCK COUNTY,0.07
50424,IA,WINNEBAGO COUNTY,0.07
50426,IA,MITCHELL COUNTY,0.07
50427,IA,FRANKLIN COUNTY,0.07
50428,IA,CERRO GORDO COUNTY,0.07
50430,IA,HANCOCK COUNTY,0.07
50431,IA,FRANKLIN COUNTY,0.07
50432,IA,HANCOCK COUNTY,0.07
50433,IA,CERRO GORDO COUNTY,0.07
50434,IA,WORTH COUNTY,0.07
50435,IA,FLOYD COUNTY,0.07
50436,IA,WINNEBAGO COUNTY,0.07
50438,IA,HANCOCK COUNTY,0.07
50439,IA,HANCOCK COUNTY,0.07
50440,IA,WORTH COUNTY,0.07
50441,IA,FRANKLIN COUNTY,0.07
50444,IA,WORTH COUNTY,0.07
50446,IA,WORTH COUNTY,0.07
50447,IA,HANCOCK COUNTY,0.07
50448,IA,WORTH COUNTY,0.07
50449,IA,HANCOCK COUNTY,0.07
50450,IA,WINNEBAGO COUNTY,0.07
50451,IA,KOSSUTH COUNTY,0.07
50452,IA,FRANKLIN COUNTY,0.07
50453,IA,WINNEBAGO COUNTY,0.07
50454,IA,MITCHELL COUNTY,0.07
50455,IA,MITCHELL COUNTY,0.07
50456,IA,WORTH COUNTY,0.07
50457,IA,CERRO GORDO COUNTY,0.07
50458,IA,FLOYD COUNTY,0.07
50459,IA,WORTH COUNTY,0.07
50460,IA,MITCHELL COUNTY,0.07
50461,IA,MITCHELL COUNTY,0.07
50464,IA,CERRO GORDO COUNTY,0.07
50465,IA,WINNEBAGO COUNTY,0.07
50466,IA,HOWARD COUNTY,0.07
50467,IA,CERRO GORDO COUNTY,0.07
50468,IA,FLOYD COUNTY,0.07
50469,IA,CERRO GORDO COUNTY,0.07
50470,IA,WRIGHT COUNTY,0.07
50471,IA,FLOYD COUNTY,0.07
50472,IA,MITCHELL COUNTY,0.07
50473,IA,WINNEBAGO COUNTY,0.07
50475,IA,FRANKLIN COUNTY,0.07
50476,IA,MITCHELL COUNTY,0.07
50477,IA,CERRO GORDO COUNTY,0.07
50478,IA,WINNEBAGO COUNTY,0.07
50479,IA,CERRO GORDO COUNTY,0.07
50480,IA,KOSSUTH COUNTY,0.07
50481,IA,MITCHELL COUNTY,0.07
50482,IA,CERRO GORDO COUNTY,0.07
50483,IA,KOSSUTH COUNTY,0.07
50484,IA,HANCOCK COUNTY,0.07
50501,IA,WEBSTER COUNTY,0.07
50510,IA,BUENA VISTA COUNTY,0.07
50511,IA,KOSSUTH COUNTY,0.07
50514,IA,EMMET COUNTY,0.07
50515,IA,PALO ALTO COUNTY,0.07
50516,IA,WEBSTER COUNTY,0.07
50517,IA,KOSSUTH COUNTY,0.07
50518,IA,WEBSTER COUNTY,0.07
50519,IA,HUMBOLDT COUNTY,0.07
50520,IA,HUMBOLDT COUNTY,0.07
50521,IA,WEBSTER COUNTY,0.07
50522,IA,KOSSUTH COUNTY,0.07
50523,IA,WEBSTER COUNTY,0.07
50524,IA,WEBSTER COUNTY,0.07
50525,IA,WRIGHT COUNTY,0.07
50526,IA,WRIGHT COUNTY,0.07
50527,IA,PALO ALTO COUNTY,0.07
50528,IA,PALO ALTO COUNTY,0.07
50529,IA,HUMBOLDT COUNTY,0.07
50530,IA,WEBSTER COUNTY,0.07
50531,IA,EMMET COUNTY,0.07
50532,IA,WEBSTER COUNTY,0.07
50533,IA,WRIGHT COUNTY,0.07
50535,IA,SAC COUNTY,0.07
50536,IA,PALO ALTO COUNTY,0.07
50538,IA,CALHOUN COUNTY,0.07
50539,IA,KOSSUTH COUNTY,0.07
50540,IA,POCAHONTAS COUNTY,0.07
50541,IA,POCAHONTAS COUNTY,0.07
50542,IA,WRIGHT COUNTY,0.07
50543,IA,WEBSTER COUNTY,0.07
50544,IA,WEBSTER COUNTY,0.07
